focus_type,constraint,path,focus_node,cause
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCSERPL,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCUA,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURIN,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURINPRES,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPL,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPLPRES,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCPL,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCSER,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCSERPL,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCUA,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURIN,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURINPRES,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPL,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,MinCountConstraintComponent,domain,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPLPRES,"D19 divergence: gen-shacl honours slot_uri cosmos_sdtm:domain, gen-owl drops it; the A-Box follows the T-Box and writes qbc:domain"
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCPL,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCSER,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCSERPL,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCUA,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURIN,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/LB/GLUCURINPRES,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPL,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
Recording,ClosedConstraintComponent,identifier,https://w3id.org/cdisc/cosmos/dss/MB/HCRNASERPLPRES,authored: dcterms:identifier carries the recording mnemonic; the subject is the Dataset Specialization IRI (D17)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broader,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,authored: skos:broader carries the analyte link beside the schema's own slot (D14)
QualifiedBiomedicalConcept,ClosedConstraintComponent,broadMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,broadMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,exactMatch,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,exactMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,exactMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
ResultScale,ClosedConstraintComponent,exactMatch,https://w3id.org/cdisc/cosmos/qbc/scale/Nominal,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
ResultScale,ClosedConstraintComponent,exactMatch,https://w3id.org/cdisc/cosmos/qbc/scale/Ordinal,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
ResultScale,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/scale/Quantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
ResultScale,ClosedConstraintComponent,narrowMatch,https://w3id.org/cdisc/cosmos/qbc/scale/Quantitative,"authored: the mapping relation is emitted as the SKOS predicate it names (D16, D23)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,DatatypeConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,NodeKindConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
QualifiedBiomedicalConcept,PatternConstraintComponent,broaderConceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative,"schema range is a C-code string; the A-Box renders the analyte link as an edge to the NCIt PURL (D2, D14)"
InterpretationRegimeAssertion,DatatypeConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,DatatypeConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,DatatypeConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,DatatypeConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,DatatypeConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical/regime/C93566/any,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,NodeKindConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,NodeKindConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,NodeKindConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,NodeKindConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,NodeKindConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical/regime/C93566/any,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,PatternConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,PatternConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,PatternConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/N,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,PatternConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/regime/C93566/Y,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
InterpretationRegimeAssertion,PatternConstraintComponent,stateDataElementConceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical/regime/C93566/any,"schema range is a C-code string; the assertion's state DEC is an edge to the NCIt PURL (D2, D15)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/specimen/C120839,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical/specimen/C13283,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative/specimen/C13283,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,DatatypeConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucosePlasmaEquivalent/specimen/C120839,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineCategorical/specimen/C13283,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseUrineQuantitative/specimen/C13283,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaDetection/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,NodeKindConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/HCVRNASerumPlasmaQuantitative/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,PatternConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13325,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
ConceptTerm,PatternConstraintComponent,conceptId,https://w3id.org/cdisc/cosmos/qbc/GlucoseBloodQuantitative/specimen/C13356,"schema range is a C-code string; the use-node's conceptId is an edge to the NCIt PURL (D2, D22)"
